stato,data,numero,tipo,luogo,perchè,oggetto,link
Ordinanza Pubblicata,04.01.2017,3782/2016,T,Circoscrizione Centro,Intervento: Trasloco,"Trasloco in Via Padova, civico 60, a cura dalla ditta Traslochi Poli Valerio S.n.c. .",http://www.comune.prato.it/servizicomunali/ordinanze/trasporti/archivio/2016/htm/3386.htm
