stato,data,numero,tipo,luogo,perchè,oggetto,link
Ordinanza Pubblicata,30.12.2015,3775/2015,T,Circoscrizione Ovest,Intervento: Lavoro stradale,"Intervento urgente alla rete idrica in Via Galcianese, civico 64 eseguiti dalla ditta Publinord Scarl per conto di Publiacqua S.p.A.",http://www.comune.prato.it/servizicomunali/ordinanze/trasporti/archivio/2015/htm/3404.htm
